"Rank","Name","Rep","Post_Count","Followers","Following","Posting","Curation","Steem","Steem_Power","Steem_Dollars","Estimated_Value"
"#1351","ihashfury",56.3,"57","501","319","1,394,553","2,163,893","0","5,319","1","$4,647"
"#1352","condra",66.4,"5,209","2,603","2,508","6,837,208","221,756","0","5,279","30","$4,636"
"#1353","thedashguy",64.9,"656","466","313","12,122,854","310,464","1,039","4,260","6","$4,634"
"#1354","lpfaust",65.7,"1,017","496","127","6,527,108","60,804","801","4,389","109","$4,624"
"#1355","gregbit",51.9,"1,647","554","561","218,441","37,723","4","5,285","0","$4,621"
"#1356","stackin",59,"5,330","2,594","2,494","1,590,145","50,139","120","4,520","672","$4,606"
"#1357","shieha",69.7,"3,968","976","715","14,456,928","62,113","0","5,262","0","$4,597"
"#1358","shayne",66.8,"4,575","1,409","41","8,346,978","54,078","250","5,011","0","$4,596"
"#1359","hoho",40.5,"47","70","22","20,932","20,320","0","5,251","2","$4,589"
"#1360","mark-waser",55.2,"286","371","269","255,633","353,168","0","5,087","167","$4,581"
"#1361","drsteem4",25,"0","0","0","0","0","489","4,748","0","$4,575"
"#1362","germanlifestyle",67.5,"6,192","1,035","897","6,202,583","48,867","0","5,233","1","$4,573"
"#1363","cryptoviking",51.9,"1,152","398","53","178,509","16,364","70","5,163","0","$4,572"
"#1364","daut44",63,"779","687","415","3,031,778","58,456","0","5,232","0","$4,571"
"#1365","tarquinmaine",42.5,"67","105","33","16,434","2,323","0","5,224","8","$4,570"
"#1366","beginningtoend",68.5,"1,298","526","50","8,485,013","52,026","261","4,688","276","$4,550"
"#1367","t-r-f",56.1,"4","121","3","520,057","0","3,157","0","2,177","$4,547"
"#1368","danilamarilu",67.9,"1,807","676","668","6,381,491","68,356","818","4,354","14","$4,530"
"#1369","lat-nayar",58,"32","29","0","3,730,477","217","220","4,749","229","$4,529"
"#1370","dragonho",65.9,"306","420","9","15,780,457","14,479","1,588","3,573","25","$4,529"
"#1371","koreanguy",25,"3","89","62","0","19,658","0","5,173","0","$4,519"
"#1372","seablue",61.8,"2,463","844","779","1,573,589","206,098","143","5,012","9","$4,510"
"#1373","yuliana",65.7,"827","1,074","18","5,076,300","138,717","0","4,964","201","$4,502"
"#1374","tonesquare",62.1,"1,056","625","70","6,110,302","264,145","0","5,147","6","$4,501"
"#1375","lydon.sipe",66.5,"3,136","756","478","5,073,909","209,011","177","4,970","2","$4,498"
"#1376","them680813",47.6,"63","54","24","133,380","11,936","0","5,138","0","$4,489"
"#1377","letitbe",63.7,"211","143","18","4,405,430","72,352","43","5,080","14","$4,488"
"#1378","biophil",65.7,"1,864","1,079","64","7,168,579","1,093,626","499","3,108","1,611","$4,475"
"#1379","streetarthustle",42.5,"43","82","3","12,253","95","404","4,711","0","$4,468"
"#1380","twinbraid",64.2,"4,715","813","298","4,263,269","659,839","0","5,099","9","$4,462"
"#1381","lionnnnnnnnn",48.1,"7","40","3","45,326","622","4,206","894","0","$4,456"
"#1382","dcshin",45.4,"46","83","74","58,792","5,760","0","5,043","51","$4,447"
"#1383","dgiors",60.6,"884","488","440","1,072,915","283,825","3","5,075","8","$4,443"
"#1384","steemrich",25,"7","54","26","0","13,401","0","5,084","0","$4,441"
"#1385","minari",52.6,"888","333","361","172,433","9,500","0","5,040","44","$4,439"
"#1386","kiligirl",62.5,"897","617","577","3,125,022","22,775","0","5,081","0","$4,438"
"#1387","inber",68.3,"9,266","1,564","1,212","8,328,079","92,298","0","4,801","295","$4,437"
"#1388","maryfavour",57.3,"1,308","474","114","631,922","58,653","0","5,072","3","$4,433"
"#1389","kenedy0815",25,"0","0","0","0","100","49","5,020","0","$4,429"
"#1390","ak2020",58.2,"38","342","14","5,215,388","553,583","0","4,977","94","$4,425"
"#1391","rivalhw",68.3,"1,001","425","284","9,561,566","22,235","0","2,811","2,394","$4,424"
"#1392","k471",61.2,"76","76","5","4,632,935","550","0","3,615","1,539","$4,423"
"#1393","kerkyra",56.8,"52","152","55","521,611","13,027","2,811","2,251","0","$4,422"
"#1394","ocrdu",70.5,"7,293","1,225","1,021","15,644,501","243,997","0","5,052","6","$4,418"
"#1395","wadepaterson",67.6,"771","830","178","15,980,281","24,311","1,055","3,682","337","$4,415"
"#1396","treeshaface",61,"491","234","86","3,771,200","27,335","0","4,507","572","$4,408"
"#1397","renzoarg",67.8,"1,409","663","41","8,634,622","159,771","0","4,859","198","$4,407"
"#1398","ervin-lemark",67.4,"4,783","1,038","975","5,748,561","123,498","0","4,534","541","$4,406"
"#1399","malaysian",25,"0","0","0","0","0","1,768","3,272","0","$4,403"
"#1400","youngju",44,"106","160","216","28,588","2,293","0","5,036","0","$4,400"
"#1401","boubou732",25,"0","30","0","0","0","5,000","35","0","$4,399"
"#1402","audre",44.9,"18","44","5","43,631","1,935","0","4,998","35","$4,395"
"#1403","nameless1",25,"0","0","0","0","0","5,005","23","0","$4,392"
"#1404","freeforever",46.6,"286","259","197","80,203","14,524","0","5,020","2","$4,387"
"#1405","djleo",54.1,"200","84","20","169,074","24,765","0","5,017","0","$4,383"
"#1406","infinitor",67.7,"494","361","27","7,547,731","13,020","385","4,292","360","$4,382"
"#1407","henry-gant",55.4,"482","313","205","403,911","32,825","818","4,196","2","$4,382"
"#1408","tidewater",25,"0","0","0","0","15","0","5,013","0","$4,379"
"#1409","teedeaseaula",35.9,"3","4","2","0","0","0","5,006","0","$4,373"
"#1410","etartakovsky",25,"0","0","0","0","1,038","0","5,006","0","$4,373"
"#1411","dirtdolla",25,"0","0","0","0","17","4,001","1,001","0","$4,370"
"#1412","jemmalypuff",56.1,"13","36","1","3,621,424","0","0","4,617","403","$4,364"
"#1413","fran2k",51.7,"94","236","140","66,508","12,114","1,529","3,459","0","$4,358"
"#1414","almost-digital",57.8,"146","307","44","990,243","35,372","1","4,420","602","$4,357"
"#1415","venti",62.5,"5,425","851","40","3,418,806","788,483","1,140","3,317","556","$4,351"
"#1416","pachenko",57.6,"111","67","12","2,228,647","11,995","0","4,967","0","$4,340"
"#1417","mldorton",63.3,"170","142","80","11,590,822","25,407","619","4,336","0","$4,329"
"#1418","margaretwise",57,"3,921","646","579","660,085","33,863","17","4,927","0","$4,319"
"#1419","greatestwall",25,"0","0","0","0","0","0","4,933","0","$4,309"
"#1420","midnightoil",42.9,"56","97","13","3,407","452,461","263","4,661","0","$4,301"
"#1421","robak",28,"1","0","0","0","801","0","4,920","0","$4,298"
"#1422","tommyworldpower",49.3,"27","222","3","95,753","415","3,740","1,124","52","$4,292"
"#1423","team-leibniz",62.5,"480","426","162","2,756,578","93,738","0","4,682","238","$4,286"
"#1424","mcsvi",65.2,"564","362","170","3,855,160","85,921","0","4,904","0","$4,284"
"#1425","chhayll",55.2,"153","272","29","250,087","53,605","0","4,895","1","$4,277"
"#1426","dresden",67.3,"1,813","628","308","6,289,302","446,313","1,065","3,470","377","$4,271"
"#1427","noxiousfumes",25,"0","0","0","0","0","0","4,884","0","$4,267"
"#1428","xanoxt",60.7,"1,170","501","500","1,388,388","151,845","0","4,792","93","$4,262"
"#1429","thebluepanda",66,"1,500","470","52","6,498,569","51,086","0","4,836","46","$4,262"
"#1430","hjk96",50.8,"363","194","120","202,006","48,544","0","4,699","188","$4,259"
"#1431","lostcity",25,"0","0","0","0","0","0","4,870","0","$4,255"
"#1432","richreck",44.3,"79","89","42","38,568","5,986","1,827","3,021","10","$4,243"
"#1433","lauramk",46.2,"37","10","13","0","122","4","4,853","0","$4,243"
"#1434","gregory-f",58.8,"1,648","449","405","845,780","118,669","0","4,781","59","$4,225"
"#1435","pouyan",47.9,"207","364","430","64,812","710","1","4,835","0","$4,224"
"#1436","zzalinor",25,"0","0","0","0","0","0","4,834","0","$4,223"
"#1437","bobsunday",58.6,"49","58","1","3,447,678","774","265","4,302","274","$4,215"
"#1438","yangyang",65.6,"552","868","928","3,251,921","37,194","0","4,821","0","$4,212"
"#1439","reddragon23",25,"0","0","0","0","0","0","4,820","0","$4,211"
"#1440","opie",25,"0","0","0","0","0","0","4,803","0","$4,196"
"#1441","toosavvy4u",25,"0","0","0","0","0","0","4,768","0","$4,165"
"#1442","valth",65.8,"1,977","616","446","4,448,010","165,832","3,192","1,547","30","$4,165"
"#1443","mikemiziner",49.3,"197","205","76","26,727","24,334","138","4,610","13","$4,159"
"#1444","georgia",25,"0","0","0","0","0","0","4,755","0","$4,154"
"#1445","coinlend",50,"265","240","14","118,266","1,764","0","4,668","85","$4,148"
"#1446","jademont",66.7,"486","706","299","8,534,733","226,574","2","4,280","483","$4,137"
"#1447","evan-koser",58.1,"11","48","4","3,670,098","574","1,155","3,578","0","$4,135"
"#1448","steemboys",48.6,"1,045","313","57","82,491","4,851","0","4,721","0","$4,124"
"#1449","schamangerbert",64.8,"2,425","772","767","4,192,551","118,693","0","4,671","49","$4,121"
"#1450","snubbermike",47.7,"330","331","298","87,428","39,282","5","4,709","0","$4,118"
"#1451","shane",25,"0","1","0","0","0","0","4,711","0","$4,116"
"#1452","karnal",63.7,"448","335","28","4,758,654","6,863","0","4,707","4","$4,115"
"#1453","bladetrigger",31,"24","148","34","210","1,968","3,617","1,088","0","$4,110"
"#1454","djohan",54,"1,614","408","126","384,884","32,900","0","4,684","18","$4,107"
"#1455","cjsdns",58.1,"1,284","284","214","926,110","25,079","0","4,686","8","$4,101"
"#1456","khaiyoui",48.1,"196","117","9","28,602","1,688","0","4,691","1","$4,099"
"#1457","michaelx",58.5,"582","404","71","1,802,762","199,590","0","4,302","403","$4,089"
"#1458","nenad-ristic",62.9,"1,084","410","342","6,769,990","117,608","0","4,667","2","$4,079"
"#1459","miohtama",52,"24","27","3","142,633","180","4,645","0","22","$4,075"
"#1460","ttolar3393",25,"2","20","5","78","185","359","4,303","0","$4,073"
"#1461","orm",54.9,"43","117","31","1,747,336","3,593","0","4,656","2","$4,069"
"#1462","tamwin33",56.7,"66","67","19","3,632,729","5,243","0","4,655","0","$4,067"
"#1463","reneenouveau",66.6,"714","484","115","7,330,824","40,213","0","4,526","130","$4,061"
"#1464","tshering-tamang",61.4,"803","148","48","3,377,381","8,242","61","4,554","15","$4,044"
"#1465","lovemetouchme2",50.9,"322","181","47","77,027","50,175","0","4,620","0","$4,036"
"#1466","lenatramper",64.3,"3,330","989","738","4,654,400","31,432","147","1,816","2,825","$4,036"
"#1467","sluideain",35.7,"35","94","37","1,032","17,514","0","4,609","1","$4,027"
"#1468","gil",25,"0","0","0","0","0","83","3,965","596","$4,027"
"#1469","btcswag",51,"60","32","3","93,626","13,836","0","4,572","28","$4,017"
"#1470","ozcap",50.6,"97","50","5","67,309","6,149","296","4,299","0","$4,014"
"#1471","goldemar",25,"5","45","20","0","21,255","1,223","3,369","0","$4,011"
"#1472","lizik",56.8,"9","37","2","2,701,667","9,264","833","3,756","0","$4,008"
"#1473","celsius100",52.4,"580","922","922","68,094","330,356","0","4,576","1","$3,998"
"#1474","poeticsnake",67.6,"1,862","605","556","7,195,550","60,098","0","4,572","1","$3,994"
"#1475","br-real",33.1,"27","132","55","595","2,202","0","4,569","1","$3,992"
"#1476","fisch",50.3,"200","158","27","99,373","24,257","0","4,560","8","$3,991"
"#1477","coinist",50.1,"79","192","204","114,113","8,131","194","4,371","1","$3,989"
"#1478","proctologic",61.2,"592","1,114","804","1,578,194","407,813","0","4,565","0","$3,988"
"#1479","liliana.duarte",66.7,"3,359","683","458","6,232,355","83,694","210","4,325","30","$3,986"
"#1480","lotos",25,"0","16","0","0","393","4,562","0","0","$3,986"
"#1481","tsugimoto",57.4,"36","133","39","2,875,508","11,655","70","4,464","25","$3,982"
"#1482","richq11",68.1,"8,174","1,020","795","6,150,446","72,354","0","4,531","24","$3,978"
"#1483","leylar",68.3,"1,975","492","121","6,648,581","137,254","0","4,445","85","$3,953"
"#1484","mauricemikkers",64.4,"396","366","12","16,860,995","226,951","0","4,518","4","$3,951"
"#1485","changby",53.5,"7","62","6","920,914","26,563","0","4,514","0","$3,943"
"#1486","deon10freeman",26.5,"1","192","82","363","1,433","4,512","0","0","$3,942"
"#1487","spiz0r",55.1,"409","251","93","426,209","165,530","500","4,009","3","$3,941"
"#1488","cuttie1979",40.3,"92","17","12","0","14","0","4,507","0","$3,938"
"#1489","klasta",42.8,"138","138","127","28,993","1,915","2,298","2,189","19","$3,936"
"#1490","rapp",30.8,"14","95","0","211","47,531","0","4,502","0","$3,933"
"#1491","neverwas",25,"0","0","0","0","0","0","4,501","0","$3,932"
"#1492","igster",58.4,"999","562","543","579,442","200,309","0","4,472","30","$3,932"
"#1493","honeythief",47,"19","307","216","12,391","116,773","2,442","2,057","0","$3,931"
"#1494","donaldtrumpfan",34.7,"8","24","3","1,758","289","0","4,494","0","$3,926"
"#1495","velourex",52.8,"707","237","25","150,943","215,616","0","4,465","30","$3,925"
"#1496","ebryans",66.5,"2,969","847","810","4,283,982","124,684","58","4,300","131","$3,914"
"#1497","robertgenito",53.8,"379","319","30","358,796","14,063","0","4,419","65","$3,914"
"#1498","jaybird",62.2,"1,414","451","289","2,745,213","28,915","10","3,773","738","$3,911"
"#1499","btstools17",25,"0","0","0","0","0","0","4,466","0","$3,901"
"#1500","xplicit",34.1,"23","41","22","3,096","373","3,200","1,255","1","$3,893"
"#1501","taconator",49.6,"15","43","0","93,497","3,881","0","4,354","100","$3,886"
"#1502","dzone",57.8,"121","196","42","569,852","211,453","0","4,422","21","$3,880"
"#1503","oscarp",51,"23","36","7","49,453","2,494","806","3,627","0","$3,873"
"#1504","trumpcard",25,"0","0","0","0","0","0","4,429","0","$3,869"
"#1505","alessandrorossi",25,"1","93","5","0","1","4,425","1","0","$3,867"
"#1506","honusurf",52.6,"65","358","371","109,036","127,046","0","4,426","0","$3,866"
"#1507","krabgat",62.8,"891","312","62","2,415,225","152,618","0","4,414","10","$3,865"
"#1508","sashadaygame",56.9,"135","362","3","550,336","1,702","0","4,185","247","$3,859"
"#1509","jeffberwick",63.5,"37","3,324","1","3,966,131","544","0","1,844","2,731","$3,854"
"#1510","burnin",62.8,"287","648","440","2,250,469","149,016","104","3,927","405","$3,854"
"#1511","brownrigg",25,"0","0","0","0","0","845","3,561","0","$3,849"
"#1512","steemstem",61,"193","469","0","3,628,108","831,004","318","4,069","10","$3,841"
"#1513","minnowsupport",60.5,"14,681","2,330","4","2,065,505","1,389,562","26","3,929","463","$3,835"
"#1514","gkfmxm077",64.7,"154","81","4","5,235,600","122,013","470","3,914","0","$3,830"
"#1515","awrelll",50.4,"1","87","9","91,662","205","0","4,370","11","$3,826"
"#1516","sift666",62.9,"1,537","515","222","2,245,097","88,108","0","4,378","1","$3,826"
"#1517","allmonitors",67.5,"4,850","2,496","2,526","5,713,126","145,510","1","4,050","336","$3,816"
"#1518","get-cheaper",49.5,"603","242","195","108,274","13,340","0","4,365","1","$3,814"
"#1519","bobreedo",33.5,"8","3","0","464","0","0","3,819","576","$3,809"
"#1520","dwongch",50.4,"426","374","248","126,764","18,077","2","4,352","5","$3,808"
"#1521","catchfire",36.4,"26","144","50","343","4,087","0","4,358","0","$3,808"
"#1522","throughmyeyes",54.4,"405","201","189","280,908","49,326","0","4,244","122","$3,807"
"#1523","billroth",48.6,"262","244","54","155,933","30,759","22","4,180","159","$3,802"
"#1524","bucci",25,"0","0","0","0","0","168","4,183","0","$3,800"
"#1525","mafkikker",25,"1","14","2","0","28","0","4,338","0","$3,790"
"#1526","trevor.george",66.5,"2,454","483","96","4,440,366","44,900","194","4,012","137","$3,787"
"#1527","kyusho",68,"3,000","865","827","7,227,089","194,492","0","4,323","12","$3,786"
"#1528","j-bex",29.8,"11","126","114","1,681","1,036","21","4,310","2","$3,785"
"#1529","savings",25,"0","1","0","0","0","4,326","6","0","$3,784"
"#1530","kyle.anderson",60.2,"1,594","728","614","2,039,462","39,975","657","3,638","34","$3,781"
"#1531","w4lterwyte",46.7,"88","46","9","9,534","3,863","2,951","1,362","1","$3,769"
"#1532","steemsunny",25,"2","50","6","0","14,665","0","4,308","5","$3,767"
"#1533","jefflombardo",58.9,"113","414","62","1,215,978","5,749","0","4,312","0","$3,767"
"#1534","markedwr2",51.7,"5","0","0","138,054","0","0","4,310","0","$3,765"
"#1535","azfix",63.8,"3,046","870","282","3,752,661","57,723","0","4,236","77","$3,765"
"#1536","manthostsakirid",63.5,"303","666","563","9,888,281","18,599","3,322","987","0","$3,764"
"#1537","voluntary",54.2,"403","244","139","253,186","448","4,218","88","0","$3,762"
"#1538","buildyourdreams",46,"120","314","78","66,750","15,756","1","4,288","4","$3,750"
"#1539","foxxycat",62.7,"630","604","639","2,839,851","23,490","0","3,603","732","$3,749"
"#1540","lasseehlers",62.9,"2,499","627","31","2,080,690","106,394","0","4,291","0","$3,748"
"#1541","ranko-k",59.5,"344","129","22","3,833,337","59,088","0","4,290","0","$3,748"
"#1542","ivan-perez-anies",65.8,"623","367","247","4,257,348","203,393","0","4,268","19","$3,744"
"#1543","michaellamden68",65.2,"4,071","706","340","3,962,280","60,833","0","4,158","134","$3,743"
"#1544","richbaek",48.5,"1,275","186","182","121,359","48,770","0","4,274","1","$3,735"
"#1545","crypto-lover",25,"1","0","0","0","12","0","4,264","0","$3,725"
"#1546","chaindynamics",58.3,"34","43","0","5,446,253","14","836","3,400","23","$3,720"
"#1547","expir2",25,"0","0","0","0","0","717","3,539","0","$3,718"
"#1548","ogochukwu",64.2,"1,698","991","84","3,918,147","106,998","0","4,022","239","$3,710"
"#1549","generikat",66.6,"1,074","880","893","5,250,693","100,995","7","4,043","207","$3,708"
"#1550","garycovington",58.8,"16","45","3","3,601,959","286","1,922","2,313","0","$3,700"
"#1551","frefrik",25,"0","56","3","0","43","1,824","2,399","0","$3,690"
"#1552","kanoptx",60.3,"77","46","9","4,939,699","184,783","0","3,555","709","$3,688"
"#1553","bigdaddy",61,"111","594","13","4,481,042","9,612","0","2,234","2,112","$3,687"
"#1554","brayden",25,"0","0","0","0","0","0","4,217","0","$3,684"
"#1555","sunscape",67.4,"3,599","974","944","5,891,666","153,542","0","4,197","21","$3,684"
"#1556","richardjuckes",65.8,"1,432","498","62","4,046,218","184,011","2","4,200","6","$3,676"
"#1557","cacophony",25,"12","119","3","0","57","2,146","2,054","0","$3,669"
"#1558","joshwa",40.7,"30","57","9","7,456","6,615","0","4,187","3","$3,660"
"#1559","austinsandersco",48.7,"270","397","382","73,429","9,600","8","4,159","19","$3,656"
"#1560","edb1984",39.3,"93","129","86","10,178","10,402","113","4,059","10","$3,653"
"#1561","the-future",68.1,"5,511","1,293","1,201","7,919,993","142,820","2,673","1,508","0","$3,652"
"#1562","toothdecay",25,"0","0","0","0","0","0","4,179","0","$3,651"
"#1563","killerstorm",59.4,"41","91","1","11,948,911","15,308","0","4,172","0","$3,645"
"#1564","friend4",25,"0","1","0","0","0","99","4,070","0","$3,642"
"#1565","contentjunkie",68,"2,307","1,099","348","5,662,399","126,969","0","4,167","0","$3,640"
"#1566","rocketbeee",57.4,"149","143","56","665,597","20,069","201","3,962","5","$3,640"
"#1567","crypto777",25,"0","40","0","0","0","0","4,165","0","$3,639"
"#1568","digdaga",49.6,"355","178","46","104,238","12,633","800","3,311","56","$3,638"
"#1569","creemej",27.6,"76","263","118","58","92,144","0","4,163","0","$3,637"
"#1570","stino-san",64.4,"270","278","163","16,235,679","76,838","1","4,159","0","$3,634"
"#1571","jrlo",50.9,"169","83","4","120,543","6,607","0","4,158","1","$3,634"
"#1572","zoltan",25,"0","0","0","0","0","0","4,156","0","$3,631"
"#1573","raymondspeaks",62.9,"1,538","541","264","4,760,534","92,891","0","3,935","232","$3,629"
"#1574","brookeloving",62.1,"19","375","115","6,629,514","1,064","0","4,147","0","$3,623"
"#1575","teammo",25,"0","142","73","0","80,319","0","4,137","0","$3,615"
"#1576","schatzie",25,"0","0","0","0","0","3,812","318","0","$3,608"
"#1577","karenb54",68.4,"14,059","1,104","770","8,065,779","98,076","17","4,102","0","$3,598"
"#1578","lennstar",64.2,"2,791","391","77","2,424,476","26,078","2","4,037","83","$3,597"
"#1579","markwhittam",57.3,"1,210","639","567","881,248","14,675","0","4,113","0","$3,593"
"#1580","twiceuponatime",57,"64","79","3","979,767","127,040","0","4,107","0","$3,588"
"#1581","btstools16",25,"0","0","0","0","0","0","4,104","0","$3,585"
"#1582","dodders007",55.1,"554","435","370","276,454","254,134","2,164","1,909","22","$3,577"
"#1583","jocra",55.6,"1,299","636","601","495,973","51,713","0","4,049","43","$3,573"
"#1584","bryan-imhoff",60.3,"714","500","396","999,518","320,167","18","4,068","0","$3,569"
"#1585","terrybrock",60.4,"533","554","319","2,163,783","9,611","0","3,616","490","$3,561"
"#1586","xyanthon",67.1,"473","304","224","5,159,840","46,782","0","4,075","2","$3,561"
"#1587","willstephens",47.7,"130","189","73","109,977","5,872","0","4,074","1","$3,560"
"#1588","svamiva",60.5,"1,381","499","349","1,004,922","582,732","4","4,054","14","$3,557"
"#1589","emancipatedhuman",64.2,"358","904","66","6,431,449","20,397","0","4,011","64","$3,556"
"#1590","olga.maslievich",68.9,"4,736","893","666","8,295,771","63,157","706","1,970","1,481","$3,555"
"#1591","goldenunicorn",35.3,"22","133","26","811","13,606","0","4,065","1","$3,552"
"#1592","insic",56.3,"732","823","811","990,850","14,464","311","3,736","20","$3,552"
"#1593","blocks2517",56,"21","34","0","2,942,746","77","0","3,752","328","$3,547"
"#1594","sebs2",56.3,"16","12","1","2,735,375","346","9","4,000","53","$3,546"
"#1595","rucoin",66.9,"1,464","383","73","5,058,994","31,114","8","3,911","146","$3,544"
"#1596","betamusic",68.4,"1,157","957","486","11,490,703","194,845","2","4,038","0","$3,530"
"#1597","dancingstar",37.3,"17","113","10","1,982","714","0","4,039","2","$3,530"
"#1598","kalemandra",65.8,"2,955","1,214","1,060","4,425,861","74,052","6","4,022","12","$3,529"
"#1599","respectful",25,"0","0","0","0","0","0","4,035","0","$3,525"
"#1600","bloom",36.5,"12","101","28","1,834","13,024","0","4,028","2","$3,520"
"#1601","hotdogs",44.8,"83","73","6","44,021","11,233","332","3,681","17","$3,520"
"#1602","drcharles",44.7,"168","117","59","62,899","6,028","20","3,999","11","$3,520"
"#1603","quinneaker",64.7,"4,192","1,337","1,007","4,402,377","34,827","24","3,679","346","$3,520"
"#1604","norwegianviking",52.8,"128","91","43","184,732","4,249","789","3,226","1","$3,508"
"#1605","budp",45.6,"91","183","26","33,388","7,883","319","3,693","0","$3,505"
"#1606","thunderbird",25,"2","15","0","0","1,316","501","3,509","0","$3,503"
"#1607","r0xx0rurb0xx0r",25,"0","0","0","0","0","0","4,005","0","$3,498"
"#1608","bullishmoney",61.8,"1,559","735","39","2,743,461","3,650","1,410","2,175","442","$3,495"
"#1609","vdbent",25,"1","35","6","0","519","900","3,094","0","$3,489"
"#1610","rmach",66.6,"1,880","602","424","4,340,923","149,179","0","3,990","2","$3,487"
"#1611","inverse",54.1,"1,715","361","291","400,713","32,461","0","3,767","227","$3,477"
"#1612","rogerdodger",25,"0","0","0","0","0","0","3,979","0","$3,476"
"#1613","betax",34.7,"16","1","0","644","639","3,971","0","0","$3,469"
"#1614","dany",25,"0","66","14","0","2,490","1,468","2,502","0","$3,469"
"#1615","milaoz",70.4,"2,238","801","588","15,276,565","88,562","0","3,964","6","$3,468"
"#1616","konelectric",55.3,"769","356","246","271,609","80,932","0","3,960","2","$3,461"
"#1617","albertogm",60.4,"180","621","175","6,574,143","301,472","392","3,566","0","$3,458"
"#1618","curthuff",25,"0","0","0","0","20","0","3,954","0","$3,454"
"#1619","ofrbg",49,"55","76","32","123,893","7,509","705","3,245","1","$3,452"
"#1620","krystle",66.6,"1,279","1,005","565","7,520,042","185,818","0","3,895","43","$3,438"
"#1621","justinian527",25,"0","0","0","0","0","0","3,934","0","$3,437"
"#1622","girlfriend",25,"0","0","0","0","0","0","3,926","0","$3,430"
"#1623","unhorsepower777",67.8,"2,274","842","892","6,215,708","103,612","29","3,606","305","$3,426"
"#1624","siavach",64.4,"485","357","217","3,636,484","26,831","0","3,919","0","$3,424"
"#1625","goldraybob",28.7,"2","4","0","1,164","0","0","3,915","2","$3,422"
"#1626","michaelstobiersk",64.5,"6,325","1,071","1,051","3,080,255","86,502","0","3,880","32","$3,416"
"#1627","afrog",65.3,"2,617","1,483","1,494","3,542,457","81,935","0","3,907","0","$3,413"
"#1628","steemstays",57.4,"1","106","0","3,748,258","8","1,606","2,246","56","$3,411"
"#1629","stepano",37.2,"29","79","122","7,979","12,074","0","3,902","3","$3,411"
"#1630","decimus",63.1,"392","339","88","2,861,611","39,867","0","3,876","28","$3,409"
"#1631","michaeld",25,"0","0","0","0","164","0","3,895","0","$3,403"
"#1632","vincentcestone",25,"0","1","0","0","183","0","3,894","0","$3,402"
"#1633","steemitguide",65.4,"1,259","1,336","1,166","5,053,596","61,435","0","3,887","4","$3,399"
"#1634","curvilinear",25,"0","0","0","0","0","0","3,890","0","$3,399"
"#1635","yoganarchista",66.6,"4,022","1,170","1,057","5,979,219","80,797","117","3,489","300","$3,397"
"#1636","aldentan",64.8,"689","700","97","3,534,876","34,850","240","1,802","1,963","$3,397"
"#1637","cryptomania13",49.4,"96","183","34","173,113","8,653","0","3,842","47","$3,395"
"#1638","bakh-domalak",54.7,"9","40","1","3,039,138","31","0","3,885","0","$3,394"
"#1639","mandibil",66.6,"990","709","42","5,465,123","176,489","0","3,879","4","$3,392"
"#1640","tfeldman",64.9,"1,527","715","711","4,271,543","163,564","253","3,600","31","$3,392"
"#1641","thedumpster",54.3,"5","8","0","157,856","0","0","3,870","0","$3,381"
"#1642","lykencrypto",56.2,"839","3,252","3,336","442,191","20,791","0","3,729","147","$3,378"
"#1643","personz",64.2,"1,589","491","275","3,582,613","133,546","3","3,647","227","$3,376"
"#1644","bart2305",58.3,"6,698","1,967","1,926","759,863","38,355","0","3,839","21","$3,371"
"#1645","noelletwine",63.8,"271","161","10","4,289,033","846","1,226","2,607","23","$3,368"
"#1646","warstudy87",55.8,"568","266","243","486,013","19,534","0","3,475","396","$3,361"
"#1647","soyjoseluis",67,"1,166","488","305","5,457,783","97,745","320","3,007","549","$3,358"
"#1648","gurusapphire",25,"1","2","3","0","0","3,842","1","0","$3,357"
"#1649","ssekulji",65.8,"2,337","568","147","6,614,732","57,010","1","3,695","151","$3,354"
"#1650","crazymumzysa",69.3,"1,221","1,408","1,278","19,523,954","132,385","1","3,776","51","$3,342"
"#1651","lifeworship",66.2,"6,760","825","742","3,729,067","52,604","1,395","1,816","653","$3,341"
"#1652","jetpilot",25,"1","19","3","18","10","3,812","1","0","$3,331"
"#1653","zelgald1",28.8,"8","142","48","58","986","0","3,812","0","$3,330"
"#1654","bue-witness",31.1,"11","290","0","1,591","254,185","293","3,514","0","$3,326"
"#1655","chroma",25,"0","0","0","0","0","0","3,806","0","$3,325"
"#1656","gamewarrior",62.6,"922","250","87","3,051,807","11,403","526","3,246","34","$3,323"
"#1657","supergoodliving",63.8,"435","339","255","3,588,685","177,321","296","3,456","46","$3,315"
"#1658","sarahewaring",67.3,"1,467","738","813","5,515,914","26,990","1","3,751","39","$3,310"
"#1659","claudine",25,"0","0","0","0","0","676","3,109","0","$3,306"
"#1660","sjennon",60,"1,540","546","92","1,246,124","86,893","237","2,970","607","$3,301"
"#1661","lekanovic",25,"1","1","0","0","0","3,758","13","0","$3,294"
"#1662","tabilim88",53.8,"3","15","0","2,728,668","2","0","3,483","303","$3,292"
"#1663","fatamorgana",34.3,"13","110","110","1,780","4","3,763","1","2","$3,290"
"#1664","schnitzler",57.5,"50","32","4","1,657,353","176","0","3,761","0","$3,286"
"#1665","leesmoketree",56.5,"74","218","120","454,664","162,094","0","3,755","1","$3,281"
"#1666","achim86",65.6,"2,263","1,091","464","4,012,114","109,896","4","3,647","103","$3,275"
