"Rank","Name","Rep","Post_Count","Followers","Following","Posting","Curation","Steem","Steem_Power","Steem_Dollars","Estimated_Value"
"#3666","kungfutea",29.4,"7","177","159","219","12,943","0","1,137","1","$995"
"#3667","tweeprise",40.5,"42","45","66","12,290","525","0","1,137","0","$994"
"#3668","treeoflife",25,"0","0","0","0","0","0","1,137","0","$994"
"#3669","kotedazure",50.4,"27","44","3","74,097","0","0","1,137","0","$993"
"#3670","joshfischbach",59,"84","129","64","800,418","488","0","1,131","5","$993"
"#3671","manoami",34.7,"16","169","69","0","6,513","0","1,135","0","$992"
"#3672","ghostcode",48,"253","138","109","72,754","5,789","0","1,131","4","$992"
"#3673","hr11",25,"0","0","0","0","0","0","1,135","0","$992"
"#3674","kitcat",57.5,"1,036","494","367","988,884","10,367","1","1,051","88","$992"
"#3675","liquidsolomon",60.2,"201","149","23","1,028,518","6,067","0","1,132","2","$991"
"#3676","funkydoctor",25,"0","31","3","0","1,516","0","1,133","0","$990"
"#3677","fathin-shihab",57.7,"491","581","562","925,133","6,843","37","894","214","$990"
"#3678","thepixelprincess",56.5,"79","76","5","1,074,178","330","132","755","262","$990"
"#3679","awesomianist",57.8,"931","730","384","991,228","5,377","0","1,127","5","$989"
"#3680","imineblocks",61.5,"231","293","4","1,341,360","135","100","1,018","15","$989"
"#3681","noodles.pan",53,"155","75","21","64,765","2,730","174","958","0","$989"
"#3682","s5rllabdxbab",25,"0","0","0","0","0","339","793","0","$988"
"#3683","jdlogistics",33.9,"8","31","7","0","0","0","1,131","0","$988"
"#3684","murphyslaw",52.7,"3","17","0","412,438","0","0","423","753","$988"
"#3685","kushsmokers",56.7,"73","381","74","1,122,401","1,683","13","920","210","$987"
"#3686","ak892n",47.4,"143","602","278","61,303","12,749","0","1,125","5","$987"
"#3687","jpb3",25,"0","0","0","0","237","0","1,130","0","$987"
"#3688","onlyeatapples",25,"0","0","0","0","0","85","1,044","0","$986"
"#3689","dcentral",25,"7","26","2","14","2","1,108","21","0","$986"
"#3690","noblesseoblige",25,"0","0","0","0","0","85","1,043","0","$985"
"#3691","sanevys",50.1,"429","366","431","120,892","15,154","0","1,123","4","$985"
"#3692","atraya",25,"1","0","0","0","0","0","1,127","0","$985"
"#3693","redivivus",53.1,"13","15","0","835,942","57","26","1,099","0","$984"
"#3694","elementm",58.4,"1,327","546","434","776,367","21,963","0","1,117","7","$983"
"#3695","anton333",59.8,"114","355","69","1,203,896","32,966","0","1,124","0","$982"
"#3696","vacantstare",25,"0","0","0","0","0","332","793","0","$982"
"#3697","drakmin",59.7,"85","202","48","896,311","289","0","1,123","0","$981"
"#3698","infinite-monkey",44.6,"185","180","29","19,723","1,521","0","1,118","5","$981"
"#3699","communitynews",36.9,"9","18","16","0","13","15","1,106","0","$980"
"#3700","masterinvestor",44.1,"158","111","22","3,616","3,466","121","1,001","0","$980"
"#3701","ridwann",25,"0","22","2","0","0","1,121","1","0","$980"
"#3702","sexyama",25,"8","0","0","8","0","0","1,121","0","$980"
"#3703","spottyproduction",60.1,"64","114","52","1,021,028","35,909","0","1,120","0","$979"
"#3704","verelst",57.9,"253","288","75","814,445","17,470","111","908","108","$979"
"#3705","aquasong",57.7,"48","45","0","878,730","0","830","290","0","$978"
"#3706","gaia",25,"0","0","0","0","0","0","1,119","0","$978"
"#3707","steemit19",25,"0","0","0","0","0","0","1,119","0","$978"
"#3708","lizanomadsoul",61.2,"2,124","631","352","2,166,592","11,685","0","1,119","0","$978"
"#3709","roseebit",63.6,"187","118","40","1,639,233","83","64","1,044","11","$977"
"#3710","cryptoking44",42.7,"73","108","9","8,528","2,165","0","1,118","1","$977"
"#3711","mulla",25,"0","0","0","0","28","209","909","0","$977"
"#3712","thevoiceofreason",62.1,"842","240","191","1,100,067","141","0","1,118","0","$977"
"#3713","starrkravenmaf",61.6,"326","203","166","1,355,173","57,592","0","1,096","23","$977"
"#3714","tanemahuta",52.9,"219","126","50","133,820","2,949","127","987","4","$977"
"#3715","oluwoleolaide",60.1,"3,415","697","710","1,184,867","5,820","13","1,019","91","$977"
"#3716","geggi632",60.9,"341","372","170","1,446,258","15,264","4","1,113","1","$976"
"#3717","davidwachsman",55.1,"4","16","0","845,890","26","9","1,060","51","$976"
"#3718","wisdom",25,"0","0","0","0","0","0","1,117","0","$976"
"#3719","yukihiro3005",61.9,"215","200","172","1,516,832","8,284","0","1,104","14","$976"
"#3720","andrew-bernbeck",38,"7","209","24","2,886","13,175","0","1,117","0","$976"
"#3721","christer",25,"0","0","0","0","9","0","1,115","0","$974"
"#3722","goingmobile",48.6,"342","196","97","81,392","14,597","0","1,108","8","$974"
"#3723","benfranklin",25,"0","0","0","0","0","0","1,115","0","$974"
"#3724","glitterpig",43.2,"1","8","0","8,144","7,001","0","1,102","14","$974"
"#3725","jparty",55.9,"92","46","0","2,176,240","74,704","138","974","0","$971"
"#3726","cams",25,"0","0","0","0","0","0","1,110","0","$970"
"#3727","graviton",59.2,"215","399","404","1,329,359","6,204","0","920","199","$968"
"#3728","jerome.pacman",27,"19","33","8","33","7","0","1,106","0","$966"
"#3729","bkkshadow",70.6,"2,301","1,021","890","15,101,957","126,059","0","1,100","6","$966"
"#3730","dimitarj",50.5,"109","349","330","127,407","5,079","0","1,101","4","$966"
"#3731","konti",61,"522","408","69","1,530,606","36,265","0","1,043","67","$966"
"#3732","flyyou",57.3,"610","236","111","887,251","3,864","0","460","686","$965"
"#3733","ryan-singer",57.7,"57","172","63","1,497,525","2,446","340","765","0","$965"
"#3734","leoandbell",54.6,"198","156","25","465,434","1,400","78","1,024","1","$964"
"#3735","davidnx",51.3,"826","189","37","65,699","2,589","0","1,101","2","$963"
"#3736","travelingrns",25,"2","2","0","187","0","0","1,102","0","$963"
"#3737","thinkit",56.6,"875","387","422","862,388","476","0","425","719","$962"
"#3738","verhees",26.9,"1","86","89","118","7","293","808","0","$962"
"#3739","jonny-clearwater",57.9,"1,520","761","552","1,374,407","8,650","0","1,069","34","$962"
"#3740","karen13",55.4,"40","45","1","907,395","32,989","0","1,093","8","$961"
"#3741","htliao",59.6,"1,673","798","714","1,647,027","8,468","0","1,077","24","$961"
"#3742","jza",60.7,"579","291","43","1,223,570","3,577","0","1,000","106","$961"
"#3743","darkb4dawn",63.5,"412","377","52","3,467,701","2,584","1","512","624","$960"
"#3744","lola-carola",61.3,"827","494","432","1,627,053","14,059","100","946","56","$960"
"#3745","jdenismusic",46.1,"114","169","30","11,251","2,977","0","1,099","0","$960"
"#3746","kingofdew",56.9,"231","399","53","651,209","9,199","64","1,021","15","$960"
"#3747","greenmeresearch",39.6,"15","7","1","4,764","0","1,086","11","2","$960"
"#3748","palme",38.6,"70","35","29","3,183","8","0","1,099","0","$960"
"#3749","gococonuts",55.3,"850","454","300","612,644","7,141","41","1,044","14","$960"
"#3750","ez2bt",42.6,"49","150","165","34,998","578","1,060","38","0","$960"
"#3751","chelo122",25,"0","0","0","0","0","0","1,097","0","$958"
"#3752","dudebromanguy",29.6,"21","57","59","351","19","0","1,096","0","$957"
"#3753","mikepriest",52.1,"5","1","0","779,432","0","0","1,013","87","$956"
"#3754","strickenbyfear",25,"0","0","0","0","0","327","767","0","$956"
"#3755","ozrazvi",25,"0","0","1","0","101","0","1,093","0","$955"
"#3756","world5list",55.4,"332","338","33","956,987","2,989","0","1,029","68","$955"
"#3757","pipokinha",62.5,"636","203","73","1,886,354","29,517","0","1,091","1","$954"
"#3758","minimoi",43.3,"56","113","31","10,270","0","1,044","40","6","$953"
"#3759","hoonu",44.7,"53","29","8","28,618","229","10","1,068","11","$951"
"#3760","artistic",47.3,"256","171","131","50,070","215","0","1,061","29","$950"
"#3761","timmyit",50.9,"128","89","22","135,924","4,323","0","1,087","1","$950"
"#3762","team101",58.8,"8,692","1,439","1,361","951,952","2,774","0","632","484","$950"
"#3763","markush",61.4,"2,035","400","320","1,640,913","18,054","0","1,077","10","$950"
"#3764","road2wisdom",60.2,"3,399","1,100","779","1,969,282","7,246","0","1,082","5","$950"
"#3765","bettym3",46.2,"18","186","21","20,538","548","0","1,086","0","$949"
"#3766","dylantrussell",61.2,"56","112","15","1,685,783","225","0","994","97","$948"
"#3767","jumowa",62.6,"1,507","654","635","1,519,847","9,701","12","1,072","0","$948"
"#3768","vascodagama",25,"0","0","0","0","0","0","1,084","0","$947"
"#3769","annasfashion",60.6,"18","241","22","1,382,514","0","288","739","61","$947"
"#3770","theghost1980",60.1,"286","199","55","1,200,549","7,895","0","1,076","8","$947"
"#3771","zeuss11",48.9,"371","108","94","121,918","5,488","210","768","112","$946"
"#3772","annesaya",63,"749","593","186","1,774,065","10,400","0","1,044","41","$946"
"#3773","disillusioned",57.6,"65","36","2","835,500","498","0","1,082","0","$945"
"#3774","auxon",49.9,"72","78","10","41,083","3,088","1,082","0","0","$945"
"#3775","banjo",55.7,"190","294","0","458,669","22,129","6","858","231","$945"
"#3776","watchout2017",46.4,"411","167","83","51,571","5,890","3","1,079","0","$945"
"#3777","bluebird",34,"42","172","45","3,159","682","0","1,080","1","$944"
"#3778","protoblock",48.8,"2","17","3","32,377","1","503","578","0","$944"
"#3779","alytical",25,"0","0","0","0","0","100","980","0","$944"
"#3780","renits",27.3,"2","2","1","133","50","0","1,080","0","$944"
"#3781","pablox",25,"2","0","0","0","149","0","1,080","0","$943"
"#3782","illbeyourfriend",25,"0","22","0","0","18,688","0","1,080","0","$943"
"#3783","speedytheturtle",25,"0","35","43","0","1,622","0","1,079","0","$943"
"#3784","goofyu",45.3,"298","430","383","41,858","2,356","8","1,070","1","$943"
"#3785","preparedwombat",55.1,"1,572","431","46","320,100","12,026","0","1,062","17","$942"
"#3786","justinlaak",62.9,"51","324","38","8,110,689","46,061","415","664","0","$942"
"#3787","funkit",58.4,"1,979","547","264","813,607","12,680","20","1,058","0","$942"
"#3788","anonnews",55.5,"1,085","637","29","1,023,870","6,115","0","1,074","3","$941"
"#3789","pyrowngs",62.6,"837","296","226","1,963,265","9,171","6","1,063","9","$941"
"#3790","damianguttmann",37.4,"60","35","6","2,008","0","801","274","3","$941"
"#3791","linainverse",25,"0","0","0","0","0","117","959","0","$941"
"#3792","keuudeip",69.8,"1,756","595","412","9,740,817","98,639","0","1,075","2","$941"
"#3793","mallorca",61.6,"662","1,130","1,186","1,124,883","31,085","82","986","8","$940"
"#3794","carlos-cabeza",66.9,"1,540","1,073","987","5,603,314","28,769","0","1,075","0","$939"
"#3795","creditceo",33.4,"55","181","140","1,200","82","850","206","20","$939"
"#3796","carljames",25,"0","0","0","0","0","1,034","40","0","$939"
"#3797","lloyddavis",65.8,"819","337","146","4,116,103","71,195","0","1,074","0","$939"
"#3798","wycoqwvanp0t",25,"0","0","0","0","0","300","774","0","$938"
"#3799","maneco64",65.4,"507","767","749","3,880,688","3,774","0","1,074","0","$938"
"#3800","sergiomarcen",56.7,"6","22","3","836,080","0","0","1,065","8","$937"
"#3801","nomadsteem",46.4,"113","132","52","20,931","6,587","67","1,001","6","$937"
"#3802","goodbyematrix",51.6,"481","290","29","209,746","3,367","9","929","143","$937"
"#3803","mokluc",66.6,"692","534","469","7,129,446","257,937","0","1,072","1","$937"
"#3804","syncubate",39.5,"42","40","35","6,561","549","0","1,021","55","$937"
"#3805","sminer8",25,"0","0","0","0","0","0","1,072","0","$937"
"#3806","uxandthecity",54.5,"49","47","0","1,061,987","122","0","1,066","6","$936"
"#3807","knittybynature",62.7,"597","463","428","1,855,144","18,523","1","1,071","0","$936"
"#3808","brandonk",59.1,"456","278","32","881,942","14,989","0","1,070","2","$936"
"#3809","martins86",25,"0","5","1","0","1","0","1,071","0","$936"
"#3810","siloamlee",63.2,"161","84","8","2,844,994","2,078","0","1,071","0","$936"
"#3811","bitcoinshirtz",55.3,"42","235","35","351,631","2,252","0","1,071","0","$936"
"#3812","motschinho",53.4,"61","44","13","211,167","3,822","100","955","17","$936"
"#3813","reggaemuffin",56.4,"520","842","30","825,485","3,070","95","973","2","$935"
"#3814","cworldv99",47.4,"250","775","774","84,114","2,119","0","1,066","4","$935"
"#3815","ph111p",50.3,"261","25","3","153,180","4,573","164","905","0","$935"
"#3816","steemfactory",56.1,"163","443","435","477,270","14,062","219","796","58","$934"
"#3817","gammagooblin",56.4,"87","242","216","319,740","57,213","267","783","21","$934"
"#3818","bitcoindoom",56.2,"3","201","0","857,846","0","0","745","343","$933"
"#3819","itsjoeco",56.7,"72","57","4","4,665,262","33,300","1,067","0","0","$932"
"#3820","cslamm",25,"1","81","3","0","0","1,058","9","0","$932"
"#3821","fury",25,"0","0","0","0","558","199","867","0","$932"
"#3822","farmerswife",59.8,"260","297","153","916,016","1,631","592","474","0","$932"
"#3823","darth-azrael",61.6,"1,104","403","289","1,232,809","28,750","0","1,001","68","$931"
"#3824","dmozzy",25,"2","34","3","0","3","0","1,065","0","$930"
"#3825","iplaysoccer",25,"0","0","0","0","0","116","949","0","$930"
"#3826","thelindvall",42.7,"54","75","15","2,021","2,044","0","1,063","0","$939"
"#3827","proskilzz",51.9,"2","0","0","748,851","0","0","985","83","$938"
"#3828","charlotteblacker",60.9,"78","104","17","1,653,167","600","0","1,063","0","$938"
"#3829","jerome-colley",54.3,"376","475","485","336,086","11,763","1,062","0","0","$938"
"#3830","luisneira",25.2,"5","2","6","244","20","0","1,062","0","$938"
"#3831","marcel.dubrovnik",44.7,"17","94","15","24,026","6,536","0","1,061","0","$937"
"#3832","cultof8",41.5,"10","61","13","7,858","209","601","456","4","$937"
"#3833","yongkaijing",42.5,"119","120","82","34,703","3,952","0","1,035","28","$937"
"#3834","ura-soul",61.4,"1,892","636","537","1,653,079","3,855","308","705","51","$936"
"#3835","nickskywalker",56.6,"185","233","65","818,438","296","300","418","368","$936"
"#3836","mining-at-work",53.6,"9","0","1","740,397","2","0","982","82","$935"
"#3837","theesteemster",45,"32","37","34","48,094","161","68","989","1","$935"
"#3838","thearcanebear",60.6,"2,320","829","589","1,440,155","4,314","0","1,056","3","$934"
"#3839","callihappiness",54.6,"136","318","77","445,685","3,301","81","977","0","$934"
"#3840","dawid1980",39.4,"53","174","111","16,522","44","1,000","41","17","$933"
"#3841","zaitsevalesyaa",61.5,"160","177","120","1,566,820","3,910","0","1,057","0","$933"
"#3842","hien-tran",61,"2,291","791","11","2,192,798","4,668","0","1,056","0","$933"
"#3843","gildar",62.5,"234","215","37","1,832,688","22,009","0","1,027","32","$932"
"#3844","register",25,"0","2","0","0","0","50","1,004","0","$930"
"#3845","mranderson",57.3,"205","250","156","924,160","2,350","0","1,048","7","$930"
"#3846","eight-rad",58.8,"490","726","768","820,632","20,416","3","1,051","0","$930"
"#3847","benskin",25,"0","0","0","0","0","0","1,053","0","$930"
"#3848","kkaos",56.8,"59","82","24","977,889","3,513","0","1,053","0","$930"
"#3849","powerofone",25,"0","0","0","0","0","79","973","0","$929"
"#3850","randykrafft",37.7,"34","63","64","7,794","1,098","0","1,046","7","$929"
"#3851","oryoroo",31.8,"4","5","5","0","29","0","1,052","0","$929"
"#3852","chris-bell",56.5,"202","94","10","1,538,633","7,306","0","1,052","0","$929"
"#3853","evoman1",49.6,"125","337","376","16,127","2,578","51","1,000","0","$928"
"#3854","pcste",65.3,"913","409","219","2,645,025","18,541","0","1,052","0","$928"
"#3855","ultraseven",56,"401","244","224","472,522","12,730","21","1,028","2","$928"
"#3856","kevbot",41.7,"789","320","327","18,649","731","0","1,048","3","$927"
"#3857","widowmaker",25,"0","0","0","0","0","286","765","0","$927"
"#3858","nobodyishome",55.1,"378","72","0","192,450","3,198","0","1,050","0","$927"
"#3859","tony-hatchell",25,"0","0","1","0","0","1,050","1","0","$927"
"#3860","gagecolton",37.2,"20","19","1","599","521","0","1,048","1","$926"
"#3861","mermaidcat",45.7,"422","230","80","43,808","1,158","24","997","29","$926"
"#3862","virtualcoin",43.5,"200","87","27","21,512","2,795","251","795","2","$926"
"#3863","yacov",46,"582","294","328","37,121","7,930","1","1,047","0","$926"
"#3864","ptmikesteem",60.6,"435","289","254","1,123,635","4,029","2","1,020","28","$926"
"#3865","avvah",50.9,"382","931","936","102,649","6,425","326","715","7","$925"
"#3866","greenjuice",51.5,"1,073","332","323","232,436","2,107","0","1,030","19","$925"
"#3867","max-keiser",52,"5","108","0","739,995","12","0","970","83","$924"
"#3868","timothy-archer",45.2,"7","134","80","44,509","1,827","500","526","22","$924"
"#3869","kebek",25,"3","2","0","43","0","1,040","6","0","$923"
"#3870","palmtreetrading",47.1,"49","53","26","27,742","3,334","0","1,033","14","$923"
"#3871","mojojojo",59.1,"157","165","78","901,592","1,509","47","966","34","$923"
"#3872","revulv",43,"138","65","16","2,736","838","9","954","88","$923"
"#3873","glo-los-angeles",52.3,"14","19","1","739,134","4","0","966","85","$923"
"#3874","bratwurst",25,"0","0","0","0","0","0","1,045","0","$923"
"#3875","johba",25,"0","1","4","0","44","0","1,045","0","$922"
"#3876","joelinux",58,"576","285","272","1,178,853","25,426","0","1,044","0","$922"
"#3877","ncao",43.2,"10","37","6","8,743","14","0","1,042","2","$922"
"#3878","torkot",61.3,"1,145","723","760","1,853,272","26,722","0","1,043","0","$920"
"#3879","bxt",59.7,"283","247","83","991,208","270","0","536","543","$920"
"#3880","king.steele",48.2,"187","165","130","65,831","2,448","80","962","0","$920"
"#3881","gigabyte",25,"3","0","0","0","0","0","1,042","0","$920"
"#3882","crypt0.critic",46.1,"141","126","32","35,288","4,919","1","1,033","8","$920"
"#3883","tjwtwo",25,"1","1","0","28","0","1,001","40","0","$919"
"#3884","steemitkorea",61.8,"253","77","9","2,292,923","1,169","121","739","194","$919"
"#3885","dasher",57.4,"32","90","8","1,558,139","1,104","0","1,041","0","$919"
"#3886","gbonikz",54.6,"704","1,184","59","246,750","2,555","0","1,038","2","$918"
"#3887","dylanjorgensen",25,"3","2","1","37","2","1,039","1","0","$918"
"#3888","hannahlicious",55.3,"1,214","668","275","673,058","4,651","0","1,000","43","$918"
"#3889","chris-dannen",25,"0","40","1","0","0","984","56","0","$918"
"#3890","archerized",62.8,"442","461","204","1,708,996","757","144","796","108","$918"
"#3891","pusteblume",42.1,"384","143","91","20,215","6,664","0","1,021","20","$918"
"#3892","almvide",46.8,"464","613","567","59,572","1,956","3","1,030","7","$918"
"#3893","blueciruit",46.4,"112","149","34","18,739","430","930","109","0","$918"
"#3894","ashlynncrow",60.1,"107","94","7","999,624","483","136","834","74","$917"
"#3895","discombobulated",62.1,"739","325","122","3,369,373","15,543","1,039","0","1","$917"
"#3896","ejhaasteem",68.4,"1,483","874","768","8,121,716","68,898","0","1,020","21","$917"
"#3897","t-bot",42.7,"41","8","13","3,300","30,152","0","1,035","4","$917"
"#3898","dihyrogeno",42.8,"87","63","12","16,509","1,076","1","1,028","9","$916"
"#3899","feline1991",59.6,"275","198","143","1,128,714","3,426","0","1,020","18","$916"
"#3900","jean-gregoire",38,"3","3","1","419","9","0","1,037","0","$916"
"#3901","whitesj40",36.3,"115","26","18","4,558","4,458","0","1,036","0","$915"
"#3902","marcodobrovich",59.8,"203","156","114","976,850","6,704","398","574","70","$915"
"#3903","ebothegrateful",42.1,"80","58","80","941","594","0","1,018","20","$915"
"#3904","a1a",27.8,"5","81","3","385","2,840","0","1,035","0","$914"
"#3905","bingo-0",25,"0","42","0","0","29,520","1","1,034","0","$914"
"#3906","jongyeong",50,"74","300","293","138,820","13,730","6","1,020","10","$914"
"#3907","trans-juanmi",60.2,"162","326","351","1,112,355","67,153","0","1,035","0","$914"
"#3908","bitland",59.5,"929","920","840","986,480","21,834","0","986","52","$914"
"#3909","coffeedrinker51",41.6,"515","101","24","13,576","834","0","1,024","11","$913"
"#3910","victorier",56.7,"616","271","130","880,187","4,573","531","501","3","$913"
"#3911","chasedreams",61.9,"647","465","420","1,272,831","6,010","60","887","94","$913"
"#3912","seanmchughart",46.7,"110","139","59","15,125","2,555","0","1,034","0","$913"
"#3913","jenniferskyler",58.9,"54","208","71","1,231,543","530","3","1,031","0","$913"
"#3914","hakise",56.5,"57","142","55","1,693,952","2,696","19","1,014","0","$913"
"#3915","livealex",54,"4","0","0","802,116","3","0","1,034","0","$912"
"#3916","bigsilver",42.9,"167","125","35","23,979","1,285","0","1,032","1","$912"
"#3917","onthewayout",56.7,"619","288","67","372,311","39,233","0","1,033","0","$912"
"#3918","caration",56.5,"25","61","5","817,274","138","606","426","0","$912"
"#3919","dave-hughes",55.6,"381","350","282","808,630","32,748","11","1,022","0","$912"
"#3920","jonahhuang",35.2,"12","49","11","1,019","0","1,024","9","0","$912"
"#3921","xlog4n",41.1,"15","71","40","6,957","1,948","0","1,032","0","$911"
"#3922","zzzz-12dwj",25,"0","3","0","0","0","0","1,032","0","$911"
"#3923","lethn",64,"359","196","125","2,622,109","414","1,011","20","0","$911"
"#3924","seraph",46.3,"2","87","1","18,137","12,094","0","1,031","0","$911"
"#3925","jobyweeks",25,"0","2","0","0","0","0","1,031","0","$910"
"#3926","michelnilles",61.7,"2,531","1,620","1,668","1,078,609","9,703","0","844","201","$910"
"#3927","triverse",60.7,"1,473","352","84","1,551,512","10,161","187","844","0","$910"
"#3928","n1ck988",25,"0","36","8","0","0","1,030","0","0","$910"
"#3929","akrid",57.4,"1,246","987","714","1,082,471","6,089","162","731","147","$910"
"#3930","tmendieta",58,"199","137","39","2,148,830","70,565","200","830","0","$909"
"#3931","itsginta",61.2,"83","52","7","1,297,847","91","845","118","71","$909"
"#3932","showmethecoinz",46,"167","45","4","7,758","4,601","0","1,029","0","$908"
"#3933","cryptoemperor",48.2,"35","102","24","129,930","2,083","0","1,029","0","$908"
"#3934","spg",25,"0","0","0","0","10,741","0","1,029","0","$908"
"#3935","kingavin",25,"1","19","1","0","106","0","1,028","0","$907"
"#3936","happyphoenix",59.6,"5,233","908","768","835,182","16,179","16","945","71","$907"
"#3937","xcigar",32.3,"2","32","8","1,995","976","0","1,027","0","$906"
"#3938","sc-steemit",59,"652","394","166","710,736","7,929","45","981","1","$906"
"#3939","cryptohustlin",59.4,"1,057","556","147","1,867,137","31,956","0","1,025","2","$906"
"#3940","a-condor",60.6,"119","710","65","1,497,509","5,203","123","692","227","$905"
"#3941","callmechris",40.7,"71","212","177","12,645","634","0","1,015","9","$904"
"#3942","jdrive",25,"0","3","8","0","0","0","1","1,099","$904"
"#3943","asim",56.2,"988","486","216","297,007","44,882","0","1,022","1","$903"
"#3944","jaredwood",51.8,"83","68","11","165,495","1,849","0","952","76","$903"
"#3945","gonorth2150",28.5,"2","0","0","86","7","0","1,023","0","$903"
"#3946","williamliz",33.7,"33","251","292","685","706","168","854","1","$902"
"#3947","aubreyfox",62,"274","513","592","1,419,018","2,611","0","1,013","10","$902"
"#3948","fabianjr",31.5,"2","26","2","3,192","111","0","1,019","3","$902"
"#3949","varun23",25.4,"7","37","34","0","0","0","1,022","0","$902"
"#3950","libertyhound",47.8,"57","163","90","65,794","2,978","379","642","0","$902"
"#3951","bluesky2100",39.4,"74","110","12","5,936","1,882","0","1,018","3","$901"
"#3952","cryptofarmer",61.2,"254","320","192","1,211,454","3,474","10","1,009","1","$900"
"#3953","geko099",57.6,"57","215","183","667,102","976","648","371","0","$900"
"#3954","newmansteve",25,"2","25","2","0","0","9","1,008","2","$900"
"#3955","danishmmir",52.7,"374","364","87","574,051","4,637","0","1,009","11","$900"
"#3956","awesomenyl",69.3,"1,036","942","521","11,880,592","74,301","0","584","468","$900"
"#3957","olderthandirt",27,"14","20","7","175","879","500","519","0","$899"
"#3958","madnation",50.2,"31","32","2","161,048","129","0","1,018","0","$899"
"#3959","hustletoparadise",56.5,"125","139","33","787,281","19","0","1,019","0","$899"
"#3960","senioreditor",25,"0","30","9","0","0","861","157","0","$899"
"#3961","crossroads",52.8,"24","37","0","516,934","1,167","0","1,016","2","$898"
"#3962","lsparrish",46.6,"26","39","7","19,239","2,706","0","1,003","14","$898"
"#3963","danyelk",42.4,"242","156","94","5,350","555","1","1,013","3","$897"
"#3964","thedailyroto",53.6,"290","1,334","1,398","357,820","8,907","2","1,011","3","$897"
"#3965","kimhyuckjun",51.3,"134","204","207","142,550","1,621","101","915","0","$897"
"#3966","getrichordie",38.2,"15","29","11","2,426","58","0","1,015","1","$897"
"#3967","shiva777",25,"1","0","2","0","3","0","1,016","0","$897"
"#3968","liondani11",25,"0","0","0","0","0","0","1,016","0","$897"
"#3969","jcdesnoyers",32.6,"5","1","0","525","120","0","1,015","1","$897"
"#3970","toxonaut",52.2,"108","61","5","127,499","89,757","78","937","0","$896"
"#3971","french.fyde",58.9,"204","412","409","1,245,259","8,994","2","959","58","$896"
"#3972","tessaddavis",53.8,"136","143","67","444,774","2,001","0","1,014","0","$896"
"#3973","harferri",64.2,"1,634","581","511","2,986,607","18,530","206","581","244","$895"
"#3974","dean-mno",59.6,"353","156","50","1,133,080","2,857","207","457","376","$895"
"#3975","mckenziegary",58.4,"202","250","112","1,499,971","13,072","64","950","0","$895"
"#3976","skytrex",50,"706","299","76","126,935","7,448","0","1,012","1","$894"
"#3977","julesatwork",36.1,"65","133","37","299","132","989","23","1","$894"
"#3978","ezgibaki",60.2,"275","501","498","1,460,427","4,498","0","857","167","$894"
"#3979","swenger",51.2,"1,329","348","243","176,049","4,735","1","993","20","$893"
"#3980","dhenz",54.8,"365","449","61","473,620","4,247","0","1,009","3","$893"
"#3981","thinkin3d",25,"0","0","0","0","0","298","713","0","$893"
"#3982","the-ego-is-you",59.4,"2,505","609","305","490,665","18,467","1","1,010","0","$893"
"#3983","iheartyou",42.7,"205","137","124","39,456","2,237","0","1,010","0","$892"
"#3984","positivesteem",59.4,"3,387","809","442","891,560","10,530","0","825","198","$891"
"#3985","thetalcumtaco",57.9,"10","72","3","786,081","35","703","306","0","$891"
"#3986","brettpickett",60.9,"148","337","98","1,237,007","6,712","77","931","0","$891"
"#3987","wap",25,"5","28","3","267","10","0","1,009","0","$891"
"#3988","varunsangwan",57.7,"1,137","514","191","1,364,943","8,881","0","976","35","$890"
"#3989","humbrie",26.5,"10","6","1","20","0","1,000","6","0","$888"
"#3990","vegasjoey",25,"0","0","0","0","0","0","1,006","0","$888"
"#3991","mariashabbir",60.1,"80","95","35","1,148,090","42","356","619","33","$888"
"#3992","teearohwhy",25,"0","0","0","0","35","0","1,006","0","$888"
"#3993","stefko",53.5,"4","16","0","673,342","0","0","783","239","$887"
"#3994","fingersik",55.6,"823","374","131","474,213","7,834","352","547","114","$887"
"#3995","czar",54,"116","184","44","241,044","2,342","156","840","10","$887"
"#3996","riscadox",56.6,"293","469","486","363,874","74,268","0","1,004","0","$886"
"#3997","jodyrephus",25,"0","9","2","0","184","0","1,004","0","$886"
"#3998","splus",60.6,"336","199","66","975,303","1,541","0","996","8","$886"
"#3999","amvanaken",47.5,"496","451","0","50,954","3,291","0","1,003","0","$886"
"#4000","jaspergers",25,"0","46","3","0","36","77","926","0","$886"
"#4001","angierose",59.2,"113","230","23","950,292","37","364","601","41","$885"
"#4002","mine2fast",25,"0","0","0","0","0","280","722","0","$884"
"#4003","bandit13",25,"0","6","2","0","77","0","1,002","0","$884"
"#4004","ines-f",58.3,"580","294","241","845,659","10,589","261","732","10","$884"
"#4005","maceytomlin",59.4,"61","438","348","1,030,161","74","130","868","3","$884"
"#4006","ioll",25,"0","17","61","0","238","0","1,001","0","$884"
"#4007","chrisaiki",59.3,"1,142","335","76","958,636","3,366","74","538","417","$883"
"#4008","sarita",61.7,"1,448","810","853","1,437,754","17,989","0","984","18","$883"
"#4009","illuminated",25,"0","16","5","0","18,726","0","1,001","0","$883"
"#4010","nezbong",43.1,"841","384","70","29,411","3,758","0","1,001","0","$883"
"#4011","zweix",32.3,"3","28","2","172","6","0","1,000","0","$883"
"#4012","stefan",25,"0","0","0","0","0","0","1,000","0","$883"
