"#","Name","Symbol","Market Cap","Price","Available Supply","Volume (24h)","% 1h","% 24h","% 7d","date","market_cap"
6,"Ripple","XRP","$ 31,690,541","$ 0.004054","7,817,889,792
                    
                    
                        *","$ 205,200","-0.34 %","-5.00 %","6.91 %",2014-06-01," $ 8,899,300,285 "
7,"Dogecoin","DOGE","$ 28,085,575","$ 0.000349","80,375,609,913","$ 743,065","0.45 %","-0.54 %","-19.33 %",2014-06-01," $ 8,899,300,285 "
8,"Namecoin","NMC","$ 21,125,719","$ 2.37","8,905,763","$ 232,024","-0.09 %","-4.81 %","-9.01 %",2014-06-01," $ 8,899,300,285 "
9,"BlackCoin","BLK","$ 19,083,607","$ 0.256005","74,543,768
                    
                    
                        *","$ 3,499,300","0.20 %","35.89 %","64.75 %",2014-06-01," $ 8,899,300,285 "
10,"Mastercoin (...","MSC","$ 13,666,572","$ 22.06","619,478
                    
                    
                        *","$ 7,177","-1.23 %","28.80 %","-17.79 %",2014-06-01," $ 8,899,300,285 "
1,"Bitcoin","BTC","$ 8,450,396,904","$ 656.65","12,868,858","$ 11,454,320","0.01 %","0.71 %","2.62 %",2014-06-08," $ 9,139,365,192 "
2,"Litecoin","LTC","$ 325,307,534","$ 11.18","29,089,639","$ 1,411,656","0.06 %","0.64 %","0.77 %",2014-06-08," $ 9,139,365,192 "
3,"Nxt","NXT","$ 73,800,689","$ 0.073801","999,997,120
                    
                    
                        *","$ 307,002","-0.96 %","-2.82 %","29.39 %",2014-06-08," $ 9,139,365,192 "
4,"Dash","DASH","$ 46,718,819","$ 10.70","4,365,001","$ 739,189","0.05 %","-6.20 %","-6.89 %",2014-06-08," $ 9,139,365,192 "
5,"Peercoin","PPC","$ 38,100,526","$ 1.78","21,460,162","$ 262,599","1.47 %","11.44 %","-12.15 %",2014-06-08," $ 9,139,365,192 "
6,"Ripple","XRP","$ 31,046,551","$ 0.003971","7,817,889,792
                    
                    
                        *","$ 116,630","-0.02 %","1.88 %","-2.03 %",2014-06-08," $ 9,139,365,192 "
7,"Dogecoin","DOGE","$ 29,819,113","$ 0.000366","81,477,914,681","$ 391,169","-0.03 %","-0.23 %","4.74 %",2014-06-08," $ 9,139,365,192 "
8,"Namecoin","NMC","$ 18,355,121","$ 2.05","8,965,527","$ 103,316","0.58 %","5.77 %","-13.69 %",2014-06-08," $ 9,139,365,192 "
9,"Mastercoin (...","MSC","$ 14,822,775","$ 23.93","619,478
                    
                    
                        *","$ 696","0.01 %","-6.93 %","8.46 %",2014-06-08," $ 9,139,365,192 "
10,"BlackCoin","BLK","$ 13,017,312","$ 0.174626","74,543,768
                    
                    
                        *","$ 386,340","0.05 %","-3.40 %","-31.79 %",2014-06-08," $ 9,139,365,192 "
1,"Bitcoin","BTC","$ 7,328,144,177","$ 568.19","12,897,332","$ 37,864,358","-0.24 %","-3.84 %","-13.47 %",2014-06-15," $ 7,966,417,363 "
2,"Litecoin","LTC","$ 286,705,503","$ 9.79","29,292,911","$ 3,533,017","-0.17 %","-3.80 %","-12.48 %",2014-06-15," $ 7,966,417,363 "
3,"Nxt","NXT","$ 71,162,409","$ 0.071163","999,997,120
                    
                    
                        *","$ 209,534","-0.16 %","-1.23 %","-3.57 %",2014-06-15," $ 7,966,417,363 "
4,"Dash","DASH","$ 44,244,156","$ 10.09","4,383,590","$ 471,359","-0.20 %","-3.85 %","-5.70 %",2014-06-15," $ 7,966,417,363 "
5,"Peercoin","PPC","$ 36,541,482","$ 1.70","21,482,159","$ 75,701","-0.19 %","-4.88 %","-4.19 %",2014-06-15," $ 7,966,417,363 "
6,"Ripple","XRP","$ 31,000,325","$ 0.003965","7,817,889,792
                    
                    
                        *","$ 116,212","-0.19 %","-2.66 %","-0.15 %",2014-06-15," $ 7,966,417,363 "
7,"Dogecoin","DOGE","$ 30,946,247","$ 0.000375","82,575,625,330","$ 413,547","-0.12 %","-3.30 %","2.40 %",2014-06-15," $ 7,966,417,363 "
8,"Namecoin","NMC","$ 16,274,538","$ 1.80","9,026,212","$ 63,755","-0.23 %","-3.48 %","-11.93 %",2014-06-15," $ 7,966,417,363 "
9,"Mastercoin (...","MSC","$ 11,471,291","$ 18.52","619,478
                    
                    
                        *","$ 2,187","-0.24 %","-11.85 %","-22.61 %",2014-06-15," $ 7,966,417,363 "
10,"BlackCoin","BLK","$ 9,262,508","$ 0.124254","74,544,672
                    
                    
                        *","$ 193,475","-0.59 %","-10.01 %","-28.85 %",2014-06-15," $ 7,966,417,363 "
1,"Bitcoin","BTC","$ 7,790,853,379","$ 602.59","12,928,936","$ 11,489,689","0.12 %","1.75 %","6.05 %",2014-06-22," $ 8,446,698,872 "
2,"Litecoin","LTC","$ 291,224,691","$ 9.87","29,511,765","$ 1,506,646","0.03 %","1.11 %","0.82 %",2014-06-22," $ 8,446,698,872 "
3,"Nxt","NXT","$ 65,598,536","$ 0.065599","999,997,120
                    
                    
                        *","$ 64,648","0.19 %","2.19 %","-7.82 %",2014-06-22," $ 8,446,698,872 "
4,"Dash","DASH","$ 42,307,554","$ 9.60","4,404,879","$ 577,960","0.51 %","1.85 %","-4.84 %",2014-06-22," $ 8,446,698,872 "
5,"Peercoin","PPC","$ 36,770,820","$ 1.71","21,500,878","$ 50,990","0.19 %","5.39 %","0.54 %",2014-06-22," $ 8,446,698,872 "
6,"Ripple","XRP","$ 32,789,240","$ 0.004194","7,817,889,792
                    
                    
                        *","$ 99,345","0.08 %","0.68 %","5.77 %",2014-06-22," $ 8,446,698,872 "
7,"Dogecoin","DOGE","$ 29,050,454","$ 0.000347","83,699,306,780","$ 289,498","-0.03 %","-1.01 %","-7.39 %",2014-06-22," $ 8,446,698,872 "
8,"Namecoin","NMC","$ 16,695,202","$ 1.84","9,088,326","$ 42,655","0.32 %","6.43 %","1.88 %",2014-06-22," $ 8,446,698,872 "
9,"Mastercoin (...","MSC","$ 10,795,757","$ 17.43","619,478
                    
                    
                        *","$ 3,096","0.12 %","3.17 %","-5.89 %",2014-06-22," $ 8,446,698,872 "
10,"BlackCoin","BLK","$ 10,566,795","$ 0.141700","74,571,619
                    
                    
                        *","$ 159,205","0.14 %","3.68 %","14.04 %",2014-06-22," $ 8,446,698,872 "
1,"Bitcoin","BTC","$ 7,776,567,393","$ 600.02","12,960,605","$ 11,930,315","-0.01 %","0.05 %","-0.43 %",2014-06-29," $ 8,378,421,008 "
2,"Litecoin","LTC","$ 272,400,991","$ 9.16","29,727,193","$ 1,793,565","-0.06 %","-0.85 %","-7.14 %",2014-06-29," $ 8,378,421,008 "
3,"Nxt","NXT","$ 56,385,347","$ 0.056386","999,996,992
                    
                    
                        *","$ 132,488","-0.01 %","-1.50 %","-14.04 %",2014-06-29," $ 8,378,421,008 "
4,"Dash","DASH","$ 41,834,397","$ 9.46","4,424,545","$ 380,980","-0.12 %","-3.54 %","-1.56 %",2014-06-29," $ 8,378,421,008 "
5,"Ripple","XRP","$ 31,377,819","$ 0.004014","7,817,889,792
                    
                    
                        *","$ 10,034","0.22 %","-0.47 %","-4.30 %",2014-06-29," $ 8,378,421,008 "
6,"Peercoin","PPC","$ 30,839,345","$ 1.43","21,516,915","$ 47,948","-0.05 %","-0.04 %","-16.19 %",2014-06-29," $ 8,378,421,008 "
7,"Dogecoin","DOGE","$ 23,265,867","$ 0.000274","84,827,320,739","$ 287,787","-0.06 %","-4.56 %","-20.98 %",2014-06-29," $ 8,378,421,008 "
8,"Namecoin","NMC","$ 15,382,591","$ 1.68","9,141,519","$ 61,124","-0.13 %","-2.78 %","-8.40 %",2014-06-29," $ 8,378,421,008 "
9,"BlackCoin","BLK","$ 9,767,513","$ 0.130970","74,578,465
                    
                    
                        *","$ 346,696","0.05 %","-0.47 %","-7.57 %",2014-06-29," $ 8,378,421,008 "
10,"Bytecoin","BCN","$ 8,661,036","$ 0.000055","156,544,887,639","$ 2,377","0.04 %","-7.74 %","-11.61 %",2014-06-29," $ 8,378,421,008 "
1,"Bitcoin","BTC","$ 8,235,610,250","$ 634.20","12,985,830","$ 10,667,359","0.03 %","0.57 %","5.70 %",2014-07-06," $ 8,764,958,494 "
2,"Litecoin","LTC","$ 216,381,556","$ 7.23","29,942,606","$ 4,280,020","-0.39 %","0.71 %","-21.14 %",2014-07-06," $ 8,764,958,494 "
3,"Nxt","NXT","$ 53,507,123","$ 0.053507","999,996,992
                    
                    
                        *","$ 177,390","0.09 %","-5.98 %","-5.10 %",2014-07-06," $ 8,764,958,494 "
4,"Peercoin","PPC","$ 33,579,234","$ 1.56","21,536,224","$ 157,270","0.21 %","3.70 %","8.79 %",2014-07-06," $ 8,764,958,494 "
5,"Dash","DASH","$ 31,108,310","$ 7.00","4,443,972","$ 359,154","-0.20 %","-5.42 %","-25.96 %",2014-07-06," $ 8,764,958,494 "
6,"Ripple","XRP","$ 24,019,689","$ 0.003072","7,817,889,792
                    
                    
                        *","$ 223,638","-0.65 %","-5.06 %","-23.45 %",2014-07-06," $ 8,764,958,494 "
7,"Dogecoin","DOGE","$ 19,192,818","$ 0.000223","85,956,408,355","$ 191,084","-0.20 %","0.41 %","-18.59 %",2014-07-06," $ 8,764,958,494 "
8,"Namecoin","NMC","$ 16,530,421","$ 1.80","9,196,249","$ 72,447","-0.10 %","0.79 %","6.82 %",2014-07-06," $ 8,764,958,494 "
9,"Mastercoin (...","MSC","$ 11,356,802","$ 18.33","619,478
                    
                    
                        *","$ 387","-0.39 %","-10.50 %","41.23 %",2014-07-06," $ 8,764,958,494 "
10,"BlackCoin","BLK","$ 9,868,596","$ 0.132313","74,585,358
                    
                    
                        *","$ 77,428","-0.04 %","-2.15 %","1.03 %",2014-07-06," $ 8,764,958,494 "
1,"Bitcoin","BTC","$ 8,187,348,827","$ 629.18","13,012,670","$ 12,333,774","-0.03 %","-0.59 %","-0.79 %",2014-07-13," $ 8,765,659,339 "
2,"Litecoin","LTC","$ 268,562,337","$ 8.90","30,163,306","$ 7,635,172","0.34 %","12.28 %","23.21 %",2014-07-13," $ 8,765,659,339 "
3,"Nxt","NXT","$ 46,509,593","$ 0.046510","999,997,120
                    
                    
                        *","$ 235,891","-0.25 %","-3.41 %","-13.08 %",2014-07-13," $ 8,765,659,339 "
4,"Ripple","XRP","$ 33,473,428","$ 0.004282","7,817,888,768
                    
                    
                        *","$ 108,532","-0.07 %","-1.11 %","39.36 %",2014-07-13," $ 8,765,659,339 "
5,"Peercoin","PPC","$ 31,766,484","$ 1.47","21,553,636","$ 150,783","0.32 %","5.14 %","-5.47 %",2014-07-13," $ 8,765,659,339 "
6,"Dash","DASH","$ 29,290,741","$ 6.56","4,464,672","$ 145,567","0.08 %","0.18 %","-6.28 %",2014-07-13," $ 8,765,659,339 "
7,"Dogecoin","DOGE","$ 23,547,933","$ 0.000271","87,045,834,524","$ 297,883","0.04 %","0.03 %","21.16 %",2014-07-13," $ 8,765,659,339 "
8,"Namecoin","NMC","$ 17,679,922","$ 1.89","9,333,313","$ 134,334","0.03 %","4.41 %","5.38 %",2014-07-13," $ 8,765,659,339 "
9,"MaidSafeCoin","MAID","$ 14,203,677","$ 0.031386","452,552,416
                    
                    
                        *","$ 26,134","-0.11 %","-3.86 %","75.29 %",2014-07-13," $ 8,765,659,339 "
10,"BlackCoin","BLK","$ 8,658,934","$ 0.116081","74,594,010
                    
                    
                        *","$ 217,688","-0.35 %","3.60 %","-12.27 %",2014-07-13," $ 8,765,659,339 "
1,"Bitcoin","BTC","$ 8,161,002,853","$ 625.81","13,040,708","$ 6,359,359","-0.03 %","-0.15 %","-0.54 %",2014-07-20," $ 8,739,980,805 "
2,"Litecoin","LTC","$ 258,666,689","$ 8.52","30,372,286","$ 1,759,347","-0.13 %","-1.64 %","-4.35 %",2014-07-20," $ 8,739,980,805 "
3,"Nxt","NXT","$ 48,774,339","$ 0.048774","999,997,120
                    
                    
                        *","$ 72,652","0.02 %","3.40 %","4.87 %",2014-07-20," $ 8,739,980,805 "
4,"Ripple","XRP","$ 40,846,079","$ 0.005225","7,817,888,768
                    
                    
                        *","$ 443,231","-0.14 %","-13.67 %","22.03 %",2014-07-20," $ 8,739,980,805 "
5,"Dash","DASH","$ 31,904,411","$ 7.11","4,486,066","$ 106,237","0.02 %","-0.48 %","8.40 %",2014-07-20," $ 8,739,980,805 "
6,"Peercoin","PPC","$ 30,627,441","$ 1.42","21,569,450","$ 23,822","-0.09 %","0.45 %","-3.66 %",2014-07-20," $ 8,739,980,805 "
7,"Dogecoin","DOGE","$ 20,954,206","$ 0.000239","87,787,152,498","$ 217,901","-0.23 %","-3.40 %","-11.77 %",2014-07-20," $ 8,739,980,805 "
8,"Namecoin","NMC","$ 16,717,379","$ 1.78","9,387,881","$ 49,215","-0.08 %","-0.38 %","-5.99 %",2014-07-20," $ 8,739,980,805 "
9,"MaidSafeCoin","MAID","$ 15,771,082","$ 0.034849","452,552,416
                    
                    
                        *","$ 35,469","-0.30 %","5.30 %","11.04 %",2014-07-20," $ 8,739,980,805 "
10,"BlackCoin","BLK","$ 7,977,622","$ 0.106905","74,623,813
                    
                    
                        *","$ 67,469","-0.10 %","-7.23 %","-7.91 %",2014-07-20," $ 8,739,980,805 "
1,"Bitcoin","BTC","$ 7,785,883,961","$ 595.85","13,066,782","$ 9,807,645","0.01 %","-0.25 %","-4.79 %",2014-07-27," $ 8,331,235,442 "
2,"Litecoin","LTC","$ 234,592,270","$ 7.67","30,578,708","$ 1,786,590","0.15 %","1.20 %","-9.92 %",2014-07-27," $ 8,331,235,442 "
3,"Ripple","XRP","$ 49,588,505","$ 0.006009","8,252,600,832
                    
                    
                        *","$ 143,506","-0.03 %","-1.02 %","15.01 %",2014-07-27," $ 8,331,235,442 "
4,"Nxt","NXT","$ 45,350,674","$ 0.045351","999,997,120
                    
                    
                        *","$ 90,658","-0.11 %","0.84 %","-7.02 %",2014-07-27," $ 8,331,235,442 "
5,"Dash","DASH","$ 26,483,836","$ 5.88","4,506,016","$ 153,890","-0.15 %","-0.94 %","-17.36 %",2014-07-27," $ 8,331,235,442 "
6,"Peercoin","PPC","$ 25,317,485","$ 1.17","21,587,727","$ 45,102","-0.01 %","0.17 %","-17.41 %",2014-07-27," $ 8,331,235,442 "
7,"Dogecoin","DOGE","$ 18,547,787","$ 0.000210","88,341,491,029","$ 170,215","0.23 %","-1.01 %","-12.04 %",2014-07-27," $ 8,331,235,442 "
8,"BitShares","BTS","$ 17,415,920","$ 0.008709","1,999,775,104
                    
                    
                        *","$ 45,816","-0.64 %","-4.51 %","?",2014-07-27," $ 8,331,235,442 "
9,"Namecoin","NMC","$ 15,067,155","$ 1.60","9,440,933","$ 25,616","-0.04 %","-1.26 %","-10.38 %",2014-07-27," $ 8,331,235,442 "
10,"MaidSafeCoin","MAID","$ 13,029,543","$ 0.028791","452,552,416
                    
                    
                        *","$ 8,080","-0.06 %","-0.70 %","-17.38 %",2014-07-27," $ 8,331,235,442 "
1,"Bitcoin","BTC","$ 7,657,326,841","$ 584.79","13,094,111","$ 8,215,887","-0.09 %","-1.20 %","-1.86 %",2014-08-03," $ 8,200,944,045 "
2,"Litecoin","LTC","$ 233,156,083","$ 7.57","30,785,729","$ 890,915","-0.09 %","-1.11 %","-1.28 %",2014-08-03," $ 8,200,944,045 "
3,"Nxt","NXT","$ 45,573,988","$ 0.045574","999,997,096
                    
                    
                        *","$ 68,218","0.02 %","2.57 %","0.49 %",2014-08-03," $ 8,200,944,045 "
4,"Ripple","XRP","$ 43,190,287","$ 0.005234","8,252,600,677
                    
                    
                        *","$ 202,260","-0.15 %","-3.95 %","-12.90 %",2014-08-03," $ 8,200,944,045 "
5,"Dash","DASH","$ 25,569,429","$ 5.65","4,527,220","$ 135,869","-0.19 %","-2.41 %","-3.90 %",2014-08-03," $ 8,200,944,045 "
6,"Peercoin","PPC","$ 24,971,762","$ 1.16","21,604,813","$ 63,808","-0.01 %","-1.80 %","-1.44 %",2014-08-03," $ 8,200,944,045 "
7,"BitShares","BTS","$ 19,259,572","$ 0.009631","1,999,775,140
                    
                    
                        *","$ 124,993","-0.48 %","0.87 %","10.59 %",2014-08-03," $ 8,200,944,045 "
8,"Dogecoin","DOGE","$ 18,411,372","$ 0.000207","88,864,966,711","$ 110,039","-0.03 %","-1.58 %","-1.32 %",2014-08-03," $ 8,200,944,045 "
9,"Namecoin","NMC","$ 14,615,848","$ 1.54","9,495,055","$ 16,605","-0.17 %","-2.68 %","-3.55 %",2014-08-03," $ 8,200,944,045 "
10,"MaidSafeCoin","MAID","$ 10,564,356","$ 0.023344","452,552,412
                    
                    
                        *","$ 19,007","0.31 %","-8.27 %","-18.92 %",2014-08-03," $ 8,200,944,045 "
1,"Bitcoin","BTC","$ 7,738,737,500","$ 589.79","13,121,124","$ 7,053,188","0.06 %","0.07 %","0.86 %",2014-08-10," $ 8,240,467,782 "
2,"Litecoin","LTC","$ 215,973,911","$ 6.97","30,998,906","$ 1,268,403","0.06 %","0.13 %","-8.01 %",2014-08-10," $ 8,240,467,782 "
3,"Ripple","XRP","$ 42,701,239","$ 0.005174","8,252,600,677
                    
                    
                        *","$ 384,861","-0.18 %","-4.95 %","-1.13 %",2014-08-10," $ 8,240,467,782 "
4,"Nxt","NXT","$ 37,939,481","$ 0.037940","999,997,096
                    
                    
                        *","$ 109,066","0.02 %","-3.51 %","-16.75 %",2014-08-10," $ 8,240,467,782 "
5,"Dash","DASH","$ 25,695,194","$ 5.65","4,546,576","$ 222,168","0.18 %","-2.80 %","0.06 %",2014-08-10," $ 8,240,467,782 "
6,"Peercoin","PPC","$ 21,450,252","$ 0.991894","21,625,547","$ 201,705","-0.01 %","-5.93 %","-14.18 %",2014-08-10," $ 8,240,467,782 "
7,"BitShares","BTS","$ 17,919,554","$ 0.008961","1,999,775,140
                    
                    
                        *","$ 69,658","0.16 %","0.51 %","-6.96 %",2014-08-10," $ 8,240,467,782 "
8,"Dogecoin","DOGE","$ 14,878,917","$ 0.000166","89,400,004,038","$ 123,107","-0.17 %","-1.27 %","-19.67 %",2014-08-10," $ 8,240,467,782 "
9,"Namecoin","NMC","$ 13,959,795","$ 1.46","9,552,099","$ 33,540","-0.00 %","-1.38 %","-5.06 %",2014-08-10," $ 8,240,467,782 "
10,"MaidSafeCoin","MAID","$ 12,061,856","$ 0.026653","452,552,412
                    
                    
                        *","$ 16,820","0.30 %","1.74 %","14.18 %",2014-08-10," $ 8,240,467,782 "
1,"Bitcoin","BTC","$ 6,735,485,846","$ 512.18","13,150,669","$ 23,462,485","-0.27 %","4.02 %","-13.16 %",2014-08-17," $ 7,124,713,006 "
2,"Litecoin","LTC","$ 154,913,862","$ 4.96","31,205,977","$ 1,587,005","-0.14 %","-0.52 %","-28.75 %",2014-08-17," $ 7,124,713,006 "
3,"Ripple","XRP","$ 43,828,437","$ 0.005311","8,252,600,677
                    
                    
                        *","$ 85,308","-0.30 %","-0.96 %","2.64 %",2014-08-17," $ 7,124,713,006 "
4,"Nxt","NXT","$ 30,310,238","$ 0.030310","999,997,096
                    
                    
                        *","$ 55,859","1.08 %","-5.88 %","-20.11 %",2014-08-17," $ 7,124,713,006 "
5,"BitShares","BTS","$ 20,946,422","$ 0.010474","1,999,775,140
                    
                    
                        *","$ 294,195","-0.51 %","14.85 %","16.89 %",2014-08-17," $ 7,124,713,006 "
6,"Peercoin","PPC","$ 17,879,852","$ 0.826002","21,646,265","$ 57,687","-0.28 %","7.68 %","-16.72 %",2014-08-17," $ 7,124,713,006 "
7,"Dash","DASH","$ 12,817,766","$ 2.81","4,565,961","$ 370,769","-0.67 %","-18.30 %","-50.33 %",2014-08-17," $ 7,124,713,006 "
8,"Dogecoin","DOGE","$ 11,901,578","$ 0.000132","89,928,546,138","$ 217,086","-0.33 %","10.28 %","-20.48 %",2014-08-17," $ 7,124,713,006 "
9,"Namecoin","NMC","$ 10,301,470","$ 1.07","9,608,940","$ 39,345","-0.09 %","1.78 %","-26.64 %",2014-08-17," $ 7,124,713,006 "
10,"MaidSafeCoin","MAID","$ 9,390,614","$ 0.020750","452,552,412
                    
                    
                        *","$ 2,351","-0.00 %","5.91 %","-22.15 %",2014-08-17," $ 7,124,713,006 "
1,"Bitcoin","BTC","$ 6,609,423,747","$ 501.44","13,180,775","$ 23,227,208","0.04 %","-0.89 %","-2.10 %",2014-08-24," $ 7,045,169,827 "
2,"Litecoin","LTC","$ 166,211,221","$ 5.29","31,405,295","$ 5,795,925","0.92 %","4.67 %","6.61 %",2014-08-24," $ 7,045,169,827 "
3,"BitShares","BTS","$ 50,918,352","$ 0.025460","1,999,940,054
                    
                    
                        *","$ 833,508","0.84 %","-1.52 %","143.07 %",2014-08-24," $ 7,045,169,827 "
4,"Ripple","XRP","$ 41,734,711","$ 0.005057","8,252,600,677
                    
                    
                        *","$ 79,006","0.09 %","0.28 %","-4.78 %",2014-08-24," $ 7,045,169,827 "
5,"Nxt","NXT","$ 29,132,442","$ 0.029133","999,997,096
                    
                    
                        *","$ 30,421","0.10 %","-2.91 %","-3.89 %",2014-08-24," $ 7,045,169,827 "
6,"Peercoin","PPC","$ 18,741,796","$ 0.865256","21,660,401","$ 62,146","0.05 %","-1.29 %","4.75 %",2014-08-24," $ 7,045,169,827 "
7,"Dash","DASH","$ 13,951,325","$ 3.04","4,585,647","$ 129,081","0.06 %","-4.53 %","8.38 %",2014-08-24," $ 7,045,169,827 "
